name,company,image,for_gender,main accords,top notes,middle notes,base notes
N?roli & Petit Grain Printanier 100 Bon,100 Bon,https://fimgs.net/mdimg/perfume/375x500.44803.jpg,for women and men,"{'citrus': '100', 'white floral': '83.7368', 'aromatic': '44.7106'}","Mandarin Orange, Orange, Lemon","Orange Blossom, Neroli, Jasmine","Petitgrain, Vanilla"
Orange Blossom Petal 1000 Flowers,1000 Flowers,https://fimgs.net/mdimg/perfume/375x500.43043.jpg,for women and men,"{'white floral': '100', 'citrus': '85.62', 'green': '65.8139', 'aromatic': '48.7209', 'fresh spicy': '48.4497'}",,,
Chambord 12 Parfumeurs Francais,12 Parfumeurs Francais,https://fimgs.net/mdimg/perfume/375x500.33185.jpg,for women,"{'fresh spicy': '100', 'woody': '90.598', 'citrus': '69.4607', 'aromatic': '68.2598', 'warm spicy': '59.6813', 'patchouli': '50.5882', 'earthy': '48.5293'}","Bergamot, Grapefruit, Orange","Pepper, Patchouli, Geranium, Neroli","Woody Notes, Vetiver, Musk"
Citrus Oud 1667,1667,https://fimgs.net/mdimg/perfume/375x500.67734.jpg,for women and men,"{'citrus': '100', 'oud': '76.6665', 'fresh': '67.3333', 'fresh spicy': '58.0001', 'white floral': '53.3333'}",Citruses,Neroli,Agarwood (Oud)
Orange Kush 19-69,19-69,https://fimgs.net/mdimg/perfume/375x500.69259.jpg,for women and men,"{'citrus': '100', 'white floral': '61.0834', 'woody': '46.1666', 'aromatic': '46.0833', 'fresh spicy': '46', 'sweet': '45.9167'}","Orange, Mandarin Orange, Red Apple, Sicilian Bergamot, Grapefruit","Mandarin Blossom, Jasmine, Lily, cannabis, Ylang-Ylang","Grapefruit Leaf, Vanilla, Sandalwood, Cedar"
Verbena 1907,1907,https://fimgs.net/mdimg/perfume/375x500.43887.jpg,for women and men,"{'citrus': '100', 'fresh spicy': '82.3363', 'white floral': '79.0654', 'aromatic': '64.3458', 'herbal': '46.3553', 'powdery': '44.7197'}","Lemon Verbena, Brazilian Orange, Lemongrass, Calabrian bergamot","Caraway, Egyptian Jasmine, Lily-of-the-Valley, Geranium","Orange Blossom, Heliotrope"
Rhubarb and Citrus Cologne 4160 Tuesdays,4160 Tuesdays,https://fimgs.net/mdimg/perfume/375x500.51562.jpg,for women and men,"{'citrus': '100', 'green': '69.3192', 'aromatic': '60.6808', 'fruity': '52.3405', 'fresh spicy': '46.2339'}","Grapefruit, Lemon, Mandarin Orange","Rhubarb, Bergamot",Green Leaves
4711 Remix Cologne Edition 2018 4711,4711,https://fimgs.net/mdimg/perfume/375x500.49236.jpg,for women and men,"{'citrus': '100', 'fresh': '50.1303', 'fresh spicy': '45.3912', 'woody': '44.0956'}","Bergamot, Lemon, Tea","Bitter Orange, Neroli, Gentiana","Musk, Cedar, Cashmeran"
Troika Juchten 4711,4711,https://fimgs.net/mdimg/perfume/375x500.60810.jpg,for women and men,"{'citrus': '100', 'aromatic': '77', 'woody': '75.4001', 'fresh spicy': '64.0002', 'powdery': '50', 'mossy': '50', 'musky': '50', 'floral': '48.0001', 'earthy': '44.0001'}","Bergamot, Lemon","Thyme, Neroli, Carnation","Cedar, Musk, Oakmoss, Isobutyl Quinoline"
Blood Orange Aaron Terence Hughes,Aaron Terence Hughes,https://fimgs.net/mdimg/perfume/375x500.58430.jpg,for women and men,"{'citrus': '100', 'musky': '50.6316', 'powdery': '48.5685', 'fruity': '45.7685'}","Mandarin Orange, Blood Orange, Tangerine",Jasmine Sambac,"Musk, Amber, Sandalwood"
High Voltage Aaron Terence Hughes,Aaron Terence Hughes,https://fimgs.net/mdimg/perfume/375x500.75904.jpg,for women and men,"{'amber': '100', 'citrus': '95.3333', 'woody': '63.5999', 'musky': '58.9332', 'warm spicy': '46.6445'}","Grapefruit, Lemon, Orange","Ambroxan, Amberwood","Patchouli, Sandalwood"
Neroli Aaron Terence Hughes,Aaron Terence Hughes,https://fimgs.net/mdimg/perfume/375x500.58431.jpg,for women and men,"{'white floral': '100', 'citrus': '53.3333', 'woody': '49.5999', 'floral': '48.6667', 'fresh': '48.6667'}",Neroli,Jasmine Sambac,Sandalwood
Ozone Aaron Terence Hughes,Aaron Terence Hughes,https://fimgs.net/mdimg/perfume/375x500.71229.jpg,for women and men,"{'coconut': '100', 'green': '85.9997', 'ozonic': '84.2858', 'citrus': '81.4283', 'sweet': '70.8569', 'aromatic': '67.1428', 'fresh spicy': '60.5712', 'lactonic': '58.357', 'amber': '57.1429', 'woody': '56.8571'}","Ozonic notes, Lime","Coconut, Peppermint, Cappuccino","Skin, Ambergris, Patchouli, Driftwood"
Bambini Abdes Salaam Attars Perfumes,Abdes Salaam Attars Perfumes,https://fimgs.net/mdimg/perfume/375x500.19382.jpg,for women and men,"{'citrus': '100', 'white floral': '53.6551', 'fresh': '45.931'}","Tangerine, Lemon, Grapefruit, Orange",Neroli,Neroli
K|sual Abelha Rainha,Abelha Rainha,https://fimgs.net/mdimg/perfume/375x500.63445.jpg,for women and men,"{'citrus': '100', 'aromatic': '89.9999', 'fresh spicy': '78.0002', 'powdery': '64', 'woody': '62.0003', 'white floral': '50.0001', 'musky': '50.0001', 'lavender': '50.0001', 'yellow floral': '48', 'sweet': '47.0002'}","Mandarin Orange, Bergamot, Grapefruit","Rosemary, Orange Blossom, Lavender, Thyme","Mimosa, Musk, Sandalwood"
Agua de Colonia Antiga Ach. Brito,Ach. Brito,https://fimgs.net/mdimg/perfume/375x500.42508.jpg,for women and men,"{'citrus': '100', 'aromatic': '91.7273', 'fresh spicy': '75.5636', 'woody': '47.2073'}",,,
2828 Acqua Alpes,Acqua Alpes,https://fimgs.net/mdimg/perfume/375x500.45481.jpg,for women and men,"{'citrus': '100', 'aromatic': '59.5749', 'fresh spicy': '56.2499', 'woody': '55.8999', 'white floral': '47.4999', 'green': '45.4'}","Lemon, Mandarin Orange, Bergamot",Jasmine,"Cedar, Basil"
1853 Man Acqua di Genova,Acqua di Genova,https://fimgs.net/mdimg/perfume/375x500.15064.jpg,for men,"{'citrus': '100', 'white floral': '55.1284', 'woody': '54.7692', 'powdery': '52.6154', 'musky': '51.5385', 'animalic': '49.0258', 'amber': '47.9486', 'sweet': '46.1539'}","Lemon, Bergamot","Orange Blossom, Orange","Sandalwood, Musk, Ambergris, Citruses, Patchouli"
Fontana di Trevi XII Acqua di Genova,Acqua di Genova,https://fimgs.net/mdimg/perfume/375x500.10121.jpg,for women,"{'white floral': '100', 'citrus': '98.5515', 'floral': '76.1035', 'musky': '49.3102', 'fresh spicy': '44.9657'}","Magnolia, Bergamot, African Orange Flower, Lime","White Flowers, Jasmine",Musk
Acqua di Parma Colonia Edizione Centenario Acqua di Parma,Acqua di Parma,https://fimgs.net/mdimg/perfume/375x500.42460.jpg,for women and men,"{'citrus': '100', 'aromatic': '97.5438', 'woody': '97.432', 'fresh spicy': '64.3861', 'powdery': '57.9106', 'white floral': '54.5613', 'lavender': '54.5613', 'musky': '54.5613', 'rose': '54.5613', 'earthy': '53.6683'}","Lemon, Rosemary, Citruses, Lemon Verbena","Jasmine, Lavender, Rose","Musk, Sandalwood, Vetiver, Amber, Patchouli"
Sakura Eau de Parfum Acqua di Parma,Acqua di Parma,https://fimgs.net/mdimg/perfume/375x500.56007.jpg,for women and men,"{'floral': '100', 'citrus': '71.955', 'musky': '70.1572', 'fresh': '63.3143', 'white floral': '53.475', 'fruity': '52.4759', 'powdery': '50.2283'}","Calabrian bergamot, Yellow Mandarin, Pink Pepper","Cherry Blossom, Jasmine Sambac",Musk
Acqua di Portokali Eau de Parfum Acqua di Portokali,Acqua di Portokali,https://fimgs.net/mdimg/perfume/375x500.45918.jpg,for women and men,"{'citrus': '100', 'rose': '59.3707', 'fresh spicy': '46.9696', 'aromatic': '45.9907', 'woody': '45.6643'}","Bergamot, Lemon, Orange",White Rose,Cedar
Acqua di Taormina Acqua di Taormina Parfums,Acqua di Taormina Parfums,https://fimgs.net/mdimg/perfume/375x500.60263.jpg,for women and men,"{'citrus': '100', 'woody': '59.0815', 'mossy': '50.4798', 'aromatic': '46.1791', 'white floral': '44.5406', 'earthy': '44.3359'}","Bergamot, Lemon, Tangerine",Lily-of-the-Valley,"Oakmoss, Cedar, Musk, Sandalwood, Amber"
