name,company,image,for_gender,main accords,top notes,middle notes,base notes
Icon  Alfred Dunhill,Alfred Dunhill,https://fimgs.net/mdimg/perfume/375x500.29229.jpg,for men,"{'aromatic': 100.0, 'fresh spicy': 94.5303, 'citrus': 82.0333, 'woody': 58.7156, 'warm spicy': 57.5568, 'white floral': 51.8334, 'lavender': 50.2505, 'earthy': 50.2355, 'green': 50.2254, 'floral': 44.5799}","['Neroli', 'Bergamot', 'Black Pepper', 'Petitgrain']","['Black Pepper', 'Lavender', 'Cardamom', 'Juniper Berries', 'Sage']","['Vetiver', 'Oakmoss', 'Agarwood (Oud)', 'iris', 'Leather']"
No 5 Eau Premiere (2015) Chanel Chanel,Chanel,https://fimgs.net/mdimg/perfume/375x500.31172.jpg,for women,"{'aldehydic': 100.0, 'woody': 95.7749, 'fresh': 87.2328, 'yellow floral': 83.1791, 'white floral': 82.291, 'vanilla': 77.4328, 'sweet': 66.0761, 'powdery': 59.5358, 'floral': 58.1149, 'rose': 57.7911}","['Aldehydes', 'Ylang-Ylang', 'Neroli']","['Jasmine', 'Rose']","['Vanilla', 'Sandalwood', 'Vetiver']"
Dark Rebel   John Varvatos,John Varvatos,https://fimgs.net/mdimg/perfume/375x500.31760.jpg,for men,"{'woody': 100.0, 'leather': 84.1687, 'sweet': 75.6735, 'tobacco': 71.6613, 'aromatic': 67.785, 'fresh spicy': 64.8596, 'rum': 62.9668, 'warm spicy': 61.5176, 'animalic': 53.9281, 'smoky': 53.0043}","['Rum', 'Sugar Cane', 'Cardamom', 'Clary Sage', 'Artemisia']","['Leather', 'Fir Resin', 'Pepper', 'Styrax']","['Tobacco Leaf', 'Woody Notes', 'Castoreum', 'Akigalawood', 'Mexican Vanilla', 'Juniper']"
Le Jardin de Monsieur Li  Hermès,Hermès,https://fimgs.net/mdimg/perfume/375x500.29818.jpg,for women and men,"{'citrus': 100.0, 'white floral': 80.7835, 'aromatic': 79.5584, 'green': 69.0029, 'fresh': 50.6339, 'fresh spicy': 48.7322}",[],"['Kumquat', 'Jasmine', 'Mint', 'Green Sap']",[]
L’Extase  Nina Ricci,Nina Ricci,https://fimgs.net/mdimg/perfume/375x500.29668.jpg,for women,"{'sweet': 100.0, 'fruity': 91.1364, 'rose': 88.5752, 'amber': 85.7429, 'caramel': 76.9546, 'vanilla': 61.1382, 'white floral': 57.6203, 'musky': 54.6574, 'powdery': 53.6556, 'warm spicy': 53.3266}","['Pink Pepper', 'Peach', 'Pear']","['Rose', 'Raspberry', 'White Flowers', 'Jasmine']","['Caramel', 'Siam Benzoin', 'Amber', 'Vanilla', 'Musk', 'Patchouli', 'Virginia Cedar']"
African Leather  Memo Paris,Memo Paris,https://fimgs.net/mdimg/perfume/375x500.31383.jpg,for women and men,"{'warm spicy': 100.0, 'aromatic': 79.8164, 'fresh spicy': 74.2105, 'leather': 67.3623, 'woody': 56.2437, 'earthy': 51.9733, 'animalic': 51.8607, 'patchouli': 47.0817, 'oud': 44.2865}",[],"['Cardamom', 'Leather', 'Saffron', 'Cumin', 'Vetiver', 'Patchouli', 'Geranium', 'Agarwood (Oud)', 'Bergamot', 'Musk']",[]
Fatale Intense   Agent Provocateur,Agent Provocateur,https://fimgs.net/mdimg/perfume/375x500.30196.jpg,for women,"{'soft spicy': 100.0, 'vanilla': 88.8308, 'warm spicy': 87.6492, 'sweet': 83.9054, 'fruity': 75.6219, 'leather': 73.0348, 'amber': 67.8109, 'floral': 63.5945, 'animalic': 59.0796, 'fresh': 55.6219}","['Licorice', 'Dewberry', 'Chili Pepper']","['Champaca', 'Red Rose', 'Lotus']","['Vanilla', 'Leather', 'Amber']"
Ari  Ariana Grande,Ariana Grande,https://fimgs.net/mdimg/perfume/375x500.31661.jpg,for women,"{'sweet': 100.0, 'fruity': 74.453, 'powdery': 58.4747, 'citrus': 49.2657}","['Raspberry', 'Pear', 'Grapefruit']","['Vanilla orchid', 'Lily-of-the-Valley', 'Rose']","['Marshmallow', 'Musk', 'Woody Notes']"
Plumeria de Orris  Areej Le Doré,Areej Le Doré,https://fimgs.net/mdimg/perfume/375x500.57832.jpg,for women and men,"{'powdery': 100.0, 'floral': 80.0559, 'woody': 75.0699, 'iris': 71.0615, 'tropical': 66.7598, 'animalic': 66.5642, 'musky': 66.0754, 'lactonic': 61.8715, 'fruity': 61.5782, 'earthy': 52.8771}","['Frangipani', 'Apricot', 'Orris Root']","['Synthetic Civet', 'Sandalwood', 'Vanilla']","['Myrrh', 'Vetiver', 'Cedar']"
HerStory Love Inspires  Avon,Avon,https://fimgs.net/mdimg/perfume/375x500.65850.jpg,for women,"{'white floral': 100.0, 'amber': 87.4, 'powdery': 67.8, 'woody': 62.2, 'iris': 58.0, 'fruity': 58.0, 'earthy': 58.0, 'sweet': 54.5, 'lactonic': 53.8, 'animalic': 51.0}","['Jasmine', 'Apricot', 'Mandarin Orange']","['iris', 'Gardenia', 'Brandy']","['Amber', 'Vetiver', 'Praline']"
Love and Tears  By Kilian,By Kilian,https://fimgs.net/mdimg/perfume/375x500.9951.jpg,for women and men,"{'white floral': 100.0, 'green': 56.2161, 'yellow floral': 50.9331, 'citrus': 46.9771, 'fresh': 46.4733, 'floral': 44.1574}","['Petitgrain', 'Bergamot', 'Galbanum', 'Lavender']","['Jasmine', 'Water Jasmine', 'Lily-of-the-Valley', 'Narcissus', 'Orange Blossom', 'Ylang-Ylang']","['Oakmoss', 'Cedar', 'Styrax']"
Antaeus  Chanel,Chanel,https://fimgs.net/mdimg/perfume/375x500.616.jpg,for men,"{'woody': 100.0, 'aromatic': 98.5332, 'leather': 87.6032, 'amber': 80.1037, 'mossy': 75.6108, 'smoky': 74.4024, 'earthy': 73.8956, 'musky': 66.457, 'rose': 61.3818, 'patchouli': 59.9199}","['Myrhh', 'Clary Sage', 'Coriander', 'Bergamot', 'Lime', 'Amalfi Lemon']","['Rose', 'Thyme', 'Basil', 'Jasmine']","['Castoreum', 'Oakmoss', 'Patchouli', 'French labdanum']"
Fantasy  Britney Spears,Britney Spears,https://fimgs.net/mdimg/perfume/375x500.600.jpg,for women,"{'sweet': 100.0, 'fruity': 72.4026, 'tropical': 53.7009, 'fresh': 48.4673, 'chocolate': 44.9053}","['Kiwi', 'Red Litchi', 'Quince']","['White Chocolate', 'Cupcake', 'Orchid', 'Jasmine']","['Musk', 'Woodsy Notes', 'Orris Root']"
Olympéa Aqua Eau de Parfum Légère  Paco Rabanne,Paco Rabanne,https://fimgs.net/mdimg/perfume/375x500.48759.jpg,for women,"{'white floral': 100.0, 'citrus': 89.9406, 'vanilla': 78.8128, 'salty': 72.707, 'amber': 68.5221, 'floral': 63.1675, 'sweet': 58.2807, 'aldehydic': 55.5774, 'balsamic': 52.6922, 'marine': 51.3535}","['Clementine', 'Lemon Blossom']","['Water Jasmine', 'Solar notes', 'Water Lily']","['Salt', 'Vanilla', 'Ambergris', 'Cashmere Wood']"
Emperor Extrait  Parfums Vintage,Parfums Vintage,https://fimgs.net/mdimg/perfume/375x500.52968.jpg,for women and men,"{'fruity': 100.0, 'sweet': 80.6928, 'fresh spicy': 76.7124, 'woody': 75.7516, 'aromatic': 74.3791, 'leather': 72.0915, 'citrus': 71.5425, 'smoky': 63.6732, 'musky': 62.9412, 'fresh': 60.5621}","['Pineapple', 'Juniper Berries', 'Apple']","['Bergamot', 'Jasmine', 'Rose']","['Birch', 'Musk', 'Ambergris', 'Patchouli', 'Vanilla']"
Absolute Iris N°39  The Master Perfumer,The Master Perfumer,https://fimgs.net/mdimg/perfume/375x500.36809.jpg,for women,"{'iris': 100.0, 'powdery': 83.6667, 'earthy': 75.9487, 'patchouli': 74.8718, 'woody': 70.9231, 'violet': 65.0, 'musky': 53.3333, 'warm spicy': 52.4359}",[],"['iris', 'Patchouli', 'Musk']",[]
Magie Noire Parfum  Lancome,Lancome,https://fimgs.net/mdimg/perfume/375x500.33770.jpg,for women,"{'woody': 100.0, 'green': 88.7417, 'amber': 86.4175, 'aromatic': 78.2555, 'earthy': 75.4887, 'warm spicy': 73.4136, 'balsamic': 68.3579, 'animalic': 64.1951, 'sweet': 62.4973, 'powdery': 61.7804}","['Cassis', 'Cassia', 'Galbanum', 'Bulgarian Rose', 'Raspberry', 'Hyacinth', 'Bergamot']","['Honey', 'Narcissus', 'Orris Root', 'Cedar', 'Tuberose', 'Ylang-Ylang', 'Jasmine', 'Lily-of-the-Valley']","['Oakmoss', 'Myrrh', 'Incense', 'Civet', 'Spices', 'Patchouli', 'Ambergris', 'Sandalwood', 'Vetiver', 'Musk']"
Rose Prana  Anima Vinci,Anima Vinci,https://fimgs.net/mdimg/perfume/375x500.45912.jpg,for women,"{'ozonic': 100.0, 'rose': 98.5263, 'woody': 94.1053, 'aquatic': 84.5263, 'mossy': 81.579, 'earthy': 80.8421, 'musky': 80.8421, 'floral': 73.4737, 'green': 69.7895, 'citrus': 56.8947}","['Violet Leaf', 'Verbena', 'Pink Pepper']","['May Rose', 'Hedione']","['Oakmoss', 'White Musk', 'Woody Notes', 'Vetiver', 'Patchouli']"
Flying  Maison Martin Margiela,Maison Martin Margiela,https://fimgs.net/mdimg/perfume/375x500.41188.jpg,for women and men,"{'citrus': 100.0, 'white floral': 82.8302, 'floral': 59.2151, 'ozonic': 59.0566, 'fresh spicy': 55.3585, 'aromatic': 51.8189, 'sweet': 51.2377, 'green': 49.3358, 'woody': 45.3472, 'fresh': 44.2642}","['Orange Blossom', 'Bergamot', 'Petitgrain']","['Neroli Essence', 'Almond Blossom', 'Ylang-Ylang']","['Ozonic notes', 'Musk', 'Moss']"
Good Girl  Carolina Herrera,Carolina Herrera,https://fimgs.net/mdimg/perfume/375x500.39681.jpg,for women,"{'white floral': 100.0, 'warm spicy': 95.3577, 'sweet': 94.3164, 'vanilla': 87.9747, 'cacao': 75.3781, 'tuberose': 67.4378, 'amber': 66.9746, 'almond': 61.1344, 'woody': 60.3612, 'powdery': 55.7172}","['Almond', 'Coffee', 'Bergamot', 'Lemon']","['Tuberose', 'Jasmine Sambac', 'Orris', 'Orange Blossom', 'Bulgarian Rose']","['Tonka Bean', 'Cacao', 'Vanilla', 'Praline', 'Sandalwood', 'Amber', 'Musk', 'Cashmere Wood', 'Patchouli', 'Cinnamon', 'Cedar']"
L'Homme Prada Prada,Prada,https://fimgs.net/mdimg/perfume/375x500.39029.jpg,for men,"{'powdery': 100.0, 'iris': 95.1217, 'violet': 85.3047, 'woody': 76.611, 'fresh spicy': 66.6965, 'earthy': 61.043, 'amber': 59.6134, 'aromatic': 58.1629, 'warm spicy': 57.4133, 'floral': 49.9728}","['Neroli', 'Black Pepper', 'Cardamom', 'Carrot Seeds']","['iris', 'Violet', 'Geranium', 'Mate']","['Amber', 'Cedar', 'Patchouli', 'Sandalwood']"
Layton  Parfums de Marly,Parfums de Marly,https://fimgs.net/mdimg/perfume/375x500.39314.jpg,for women and men,"{'warm spicy': 100.0, 'vanilla': 84.83840000000001, 'fresh spicy': 81.7385, 'woody': 79.7865, 'aromatic': 77.4623, 'fruity': 72.9502, 'powdery': 65.6706, 'lavender': 59.8912, 'fresh': 57.4306, 'citrus': 53.1287}","['Apple', 'Lavender', 'Mandarin Orange', 'Bergamot']","['Geranium', 'Violet', 'Jasmine']","['Vanilla', 'Cardamom', 'Sandalwood', 'Pepper', 'Patchouli', 'Guaiac Wood']"
Pour Homme Dylan Blue Versace Versace,Versace,https://fimgs.net/mdimg/perfume/375x500.40031.jpg,for men,"{'amber': 100.0, 'citrus': 90.5489, 'fresh spicy': 70.5592, 'musky': 69.1286, 'aquatic': 66.9743, 'warm spicy': 62.7015, 'woody': 54.3619, 'fresh': 50.7444, 'aromatic': 50.2093, 'smoky': 49.4854}","['Calabrian bergamot', 'Grapefruit', 'Water Notes', 'Fig Leaf']","['Ambroxan', 'Patchouli', 'Black Pepper', 'Violet Leaf', 'Papyrus']","['Incense', 'Musk', 'Tonka Bean', 'Saffron']"
Angel Muse  Mugler,Mugler,https://fimgs.net/mdimg/perfume/375x500.36416.jpg,for women,"{'woody': 100.0, 'sweet': 95.9669, 'patchouli': 86.6416, 'nutty': 83.3665, 'earthy': 72.8337, 'warm spicy': 58.3208, 'aromatic': 56.4482, 'chocolate': 51.7165, 'balsamic': 46.9925, 'citrus': 44.7635}","['Pink Pepper', 'Grapefruit']",['Hazelnut cocoa spread'],"['Patchouli', 'Vetiver']"
Grand Soir  Maison Francis Kurkdjian,Maison Francis Kurkdjian,https://fimgs.net/mdimg/perfume/375x500.40816.jpg,for women and men,"{'amber': 100.0, 'vanilla': 69.2184}",[],"['Amber', 'Siam Benzoin', 'Vanilla', 'Tonka Bean', 'Spanish Labdanum']",[]
Narciso Poudree  Narciso Rodriguez,Narciso Rodriguez,https://fimgs.net/mdimg/perfume/375x500.36679.jpg,for women,"{'white floral': 100.0, 'woody': 98.8069, 'musky': 97.6377, 'aromatic': 72.5882, 'powdery': 68.2059, 'sweet': 65.7723, 'rose': 60.7576, 'vanilla': 59.3933, 'balsamic': 55.199, 'warm spicy': 51.6966}","['Jasmine', 'Bulgarian Rose', 'Orange Blossom']",['Musk'],"['Coumarin', 'Cedar', 'Vetiver', 'Patchouli']"
Ten Knize Knize,Knize,https://fimgs.net/mdimg/perfume/375x500.7913.jpg,for men,"{'leather': 100.0, 'woody': 81.6293, 'animalic': 66.6779, 'warm spicy': 65.8188, 'aromatic': 64.7002, 'smoky': 63.2817, 'fresh spicy': 56.4778, 'powdery': 56.201, 'citrus': 56.0165, 'musky': 54.5461}","['Geranium', 'Rosemary', 'Bergamot', 'Orange', 'Petitgrain', 'Amalfi Lemon']","['Carnation', 'Patchouli', 'Sandalwood', 'Orris', 'tincture of rose', 'Virginia Cedar', 'Cinnamon', 'Orange Blossom']","['Leather', 'Castoreum', 'oak moss', 'Amber', 'Musk', 'Vanilla']"
Les Exclusifs de  Bel Respiro Chanel Chanel,Chanel,https://fimgs.net/mdimg/perfume/375x500.7141.jpg,for women,"{'green': 100.0, 'fresh': 52.1947, 'leather': 50.372, 'floral': 49.1466}",[],"['Green Notes', 'Grass', 'Leather', 'Flowers']",[]
Eau de Fleurs de Cedrat  Guerlain,Guerlain,https://fimgs.net/mdimg/perfume/375x500.5398.jpg,for women and men,"{'citrus': 100.0, 'aromatic': 48.6304}",[],"['Lemon', 'Bergamot', 'Citron']",[]
Lily of the Valley  Yardley,Yardley,https://fimgs.net/mdimg/perfume/375x500.9012.jpg,for women,"{'white floral': 100.0, 'green': 76.2339, 'fresh': 55.629}",[],"['Lily-of-the-Valley', 'Green Notes', 'Jasmine', 'Gardenia', 'Geranium', 'Magnolia']",[]
Ellada  Severnoye Siyanie,Severnoye Siyanie,https://fimgs.net/mdimg/perfume/375x500.35852.jpg,for women,{},[],[],[]
Lysval  Girard,Girard,https://fimgs.net/mdimg/perfume/375x500.7669.jpg,for women,"{'floral': 100.0, 'white floral': 90.6558, 'iris': 72.623, 'woody': 68.6885, 'powdery': 65.4098, 'rose': 60.0, 'yellow floral': 56.2295, 'aquatic': 50.4918, 'amber': 48.0328, 'sweet': 48.0328}","['Jasmine', 'tincture of rose', 'Ylang-Ylang', 'African Orange flower']","['iris', 'Sandalwood', 'Benzoin', 'Orris']","['Water Hyacinth', 'Freesia', 'Lily-of-the-Valley']"
Eva  Lubin,Lubin,https://fimgs.net/mdimg/perfume/375x500.40460.jpg,for women,{},[],[],[]
Novaya Zarya  Nouvelle Etoile – Новая Заря,Nouvelle Etoile – Новая Заря,https://fimgs.net/mdimg/perfume/375x500.56483.jpg,for women,"{'white floral': 100.0, 'yellow floral': 73.75, 'citrus': 73.75, 'floral': 72.875, 'fresh': 70.25, 'sweet': 65.875, 'woody': 60.8, 'green': 51.875, 'aromatic': 50.125, 'soapy': 49.25}","['Orange Blossom', 'Lilac', 'Aldehydes', 'Jasmine']","['Neroli', 'Ylang-Ylang']","['Vetiver', 'Benzoin', 'Musk']"
Sweet Pea Душистый горошек  Nouvelle Etoile – Новая Заря,Nouvelle Etoile – Новая Заря,https://fimgs.net/mdimg/perfume/375x500.61275.jpg,for women,"{'fresh': 100.0, 'green': 94.9091, 'floral': 89.1818, 'powdery': 70.7273, 'aldehydic': 68.1818, 'musky': 68.1818, 'white floral': 68.1818, 'rose': 57.3636, 'amber': 55.4545, 'violet': 55.4545}","['Aldehydes', 'Lily-of-the-Valley', 'Lilac']","['Green Notes', 'Rose', 'Violet']","['Musk', 'Amber']"
Eau perlee  Jardin de France,Jardin de France,https://fimgs.net/mdimg/perfume/375x500.5298.jpg,for women,"{'citrus': 100.0, 'white floral': 81.3333, 'woody': 74.3333, 'powdery': 58.0, 'caramel': 53.3333, 'violet': 53.3333, 'patchouli': 53.3333, 'musky': 53.3333, 'sweet': 51.0, 'aromatic': 46.3333}","['Mandarin Orange', 'Petitgrain', 'Violet', 'Amalfi Lemon']","['Jasmine', 'Woodsy Notes', 'African Orange flower', 'Caramel']","['Musk', 'Patchouli']"
Eau de Cologne L'Originale  Mont St Michel,Mont St Michel,https://fimgs.net/mdimg/perfume/375x500.41491.jpg,for women and men,"{'citrus': 100.0, 'woody': 69.2683, 'amber': 64.1463, 'rose': 64.1463, 'white floral': 64.1463, 'powdery': 55.6097, 'floral': 52.1951, 'fresh spicy': 50.4878}",[],"['Bergamot', 'Bitter Orange', 'Rose', 'Jasmine', 'Sandalwood', 'Amber']",[]
Eau givree  Jardin de France,Jardin de France,https://fimgs.net/mdimg/perfume/375x500.5299.jpg,for men,"{'citrus': 100.0, 'aromatic': 97.2, 'woody': 83.2, 'lavender': 72.0, 'marine': 72.0, 'fresh spicy': 56.6, 'powdery': 49.6, 'warm spicy': 48.2, 'salty': 46.8}","['Amalfi Lemon', 'Bergamot']","['Sea water', 'Lavender']","['Sandalwood', 'Patchouli', 'Virginia Cedar']"
Eau nacree  Jardin de France,Jardin de France,https://fimgs.net/mdimg/perfume/375x500.5297.jpg,for women,"{'white floral': 100.0, 'tuberose': 55.0, 'green': 54.1667, 'aquatic': 48.3333, 'woody': 46.6667, 'fresh': 45.0, 'floral': 44.1667}","['Water Notes', 'Galbanum']","['Lily', 'Jasmine', 'Tuberose', 'Rose', 'Cyclamen', 'Pepper']","['Virginia Cedar', 'Vanilla']"
Eau irisee  Jardin de France,Jardin de France,https://fimgs.net/mdimg/perfume/375x500.5302.jpg,for women and men,"{'woody': 100.0, 'aromatic': 78.27590000000001, 'marine': 54.1379, 'white floral': 54.1379, 'sand': 54.1379, 'musky': 54.1379, 'amber': 54.1379, 'powdery': 45.6896}",['Cypress'],"['Pine Tree', 'Jasmine']","['Sea water', 'Woodsy Notes', 'Amber', 'Musk', 'Sand']"
Eau epicee  Jardin de France,Jardin de France,https://fimgs.net/mdimg/perfume/375x500.5301.jpg,for women and men,"{'citrus': 100.0, 'warm spicy': 90.4545, 'powdery': 68.1818, 'fresh spicy': 68.1818, 'vanilla': 63.4091, 'soft spicy': 63.4091, 'white floral': 61.8182, 'musky': 61.8182, 'anis': 61.8182, 'floral': 55.4545}","['Ginger', 'Orange', 'Amalfi Lemon', 'Star Anise']","['Nutmeg', 'Cardamom', 'Jasmine']","['Musk', 'Vanilla']"
Eau boisee  Jardin de France,Jardin de France,https://fimgs.net/mdimg/perfume/375x500.5300.jpg,for men,"{'citrus': 100.0, 'herbal': 91.6, 'woody': 86.0, 'white floral': 86.0, 'rose': 86.0, 'musky': 86.0, 'green': 86.0, 'aromatic': 86.0, 'fresh': 80.4, 'warm spicy': 80.4}","['Virginia Cedar', 'Tea', 'Amalfi Lemon']","['Rose', 'Jasmine', 'Artemisia', 'Ginger']",['Musk']
Mury  Mury Paris,Mury Paris,https://fimgs.net/mdimg/perfume/375x500.43439.jpg,for women and men,{},[],[],[]
Lavande  Mury Paris,Mury Paris,https://fimgs.net/mdimg/perfume/375x500.43438.jpg,for women and men,"{'lavender': 100.0, 'aromatic': 58.0, 'fresh spicy': 51.0, 'herbal': 44.0}",[],['Lavender'],[]
Jeux  Mury Paris,Mury Paris,https://fimgs.net/mdimg/perfume/375x500.43437.jpg,for women and men,{},[],[],[]
Heliotrope  Mury Paris,Mury Paris,https://fimgs.net/mdimg/perfume/375x500.43436.jpg,for women,"{'powdery': 100.0, 'vanilla': 91.25, 'almond': 73.75, 'floral': 56.25}",[],['Heliotrope'],[]
Cuir de Russie  Mury Paris,Mury Paris,https://fimgs.net/mdimg/perfume/375x500.43435.jpg,for women and men,"{'leather': 100.0, 'animalic': 65.0, 'smoky': 51.0}",[],['Leather'],[]
Lacdor  Lubin,Lubin,https://fimgs.net/mdimg/perfume/375x500.40469.jpg,for women,{},[],[],[]
No 5 Parfum Chanel Chanel,Chanel,https://fimgs.net/mdimg/perfume/375x500.28711.jpg,for women,"{'powdery': 100.0, 'woody': 98.833, 'aldehydic': 83.3484, 'iris': 81.7157, 'fresh': 80.4673, 'white floral': 79.0407, 'earthy': 76.7447, 'musky': 72.3644, 'citrus': 69.977, 'yellow floral': 65.8889}","['Aldehydes', 'Ylang-Ylang', 'Neroli', 'Bergamot', 'Lemon']","['iris', 'Jasmine', 'Rose', 'Orris Root', 'Lily-of-the-Valley']","['Civet', 'Amber', 'Sandalwood', 'Musk', 'Moss', 'Vetiver', 'Vanilla', 'Patchouli']"
No 5 Eau de Toilette Chanel Chanel,Chanel,https://fimgs.net/mdimg/perfume/375x500.10856.jpg,for women,"{'woody': 100.0, 'powdery': 96.9788, 'aldehydic': 83.2949, 'fresh': 81.1491, 'iris': 78.3101, 'earthy': 75.7693, 'white floral': 75.6368, 'citrus': 74.2083, 'musky': 71.5249, 'yellow floral': 66.2918}","['Aldehydes', 'Ylang-Ylang', 'Neroli', 'Amalfi Lemon', 'Bergamot']","['iris', 'Jasmine', 'Rose', 'Orris Root', 'Lily-of-the-Valley']","['Civetta', 'Sandalwood', 'Musk', 'oak moss', 'Vetiver', 'Amber', 'Vanille', 'Patchouli']"
Habanita  Molinard,Molinard,https://fimgs.net/mdimg/perfume/375x500.3934.jpg,for women,"{'amber': 100.0, 'vanilla': 98.6342, 'powdery': 93.474, 'leather': 73.5071, 'sweet': 64.5997, 'woody': 64.217, 'animalic': 62.9042, 'floral': 59.9752, 'earthy': 55.4743, 'mossy': 53.3726}","['Raspberry', 'Peach', 'Orange Blossom', 'Bergamot']","['Heliotrope', 'Orris Root', 'Ylang-Ylang', 'Rose', 'Lilac', 'Jasmine']","['Leather', 'Benzoin', 'Vanilla', 'Amber', 'Oakmoss', 'Musk', 'Cedar']"
Emeraude  Coty,Coty,https://fimgs.net/mdimg/perfume/375x500.3945.jpg,for women,"{'amber': 100.0, 'citrus': 83.9062, 'woody': 83.8139, 'balsamic': 70.2638, 'vanilla': 63.6651, 'sweet': 61.6251, 'warm spicy': 59.2408, 'powdery': 52.9611, 'aromatic': 45.0024, 'fresh spicy': 44.272}","['Bergamot', 'Lemon', 'Orange']","['Brazilian Rosewood', 'Ylang-Ylang', 'Jasmine', 'Rose']","['Opoponax', 'Benzoin', 'Vanilla', 'Amber', 'Sandalwood', 'Patchouli']"
Maja  Myrurgia,Myrurgia,https://fimgs.net/mdimg/perfume/375x500.6233.jpg,for women,"{'warm spicy': 100.0, 'fresh spicy': 84.0584, 'aromatic': 76.5442, 'floral': 71.9087, 'rose': 65.536, 'woody': 57.2972, 'patchouli': 52.8304, 'earthy': 49.654, 'citrus': 45.4453}","['Geranium', 'Citruses', 'Tobacco', 'Orange Blossom']","['Carnation', 'Cloves', 'Nutmeg', 'Rose', 'Lavender', 'Leather', 'Jasmine']","['Patchouli', 'Cypress', 'Tonka Bean', 'Amber', 'Benzoin', 'Oakmoss']"
No 5 Eau de Cologne Chanel Chanel,Chanel,https://fimgs.net/mdimg/perfume/375x500.11638.jpg,for women,"{'powdery': 100.0, 'woody': 99.0793, 'musky': 85.9754, 'white floral': 84.932, 'earthy': 77.9812, 'iris': 72.043, 'animalic': 69.7874, 'citrus': 67.8908, 'aldehydic': 67.0485, 'fresh': 65.7825}","['Aldehydes', 'Ylang-Ylang', 'African Orange flower', 'Bergamot', 'Amalfi Lemon']","['iris', 'Jasmine', 'Rose', 'Orris Root', 'Lily-of-the-Valley']","['Civetta', 'Musk', 'Amber', 'Vetiver', 'Sandalwood', 'oak moss', 'Patchouli', 'Vanille']"
N°5 (Vintage) Chanel Chanel,Chanel,https://fimgs.net/mdimg/perfume/375x500.608.jpg,for women,"{'aldehydic': 100.0, 'powdery': 95.7014, 'woody': 95.2263, 'fresh': 91.7913, 'white floral': 78.8646, 'iris': 74.0244, 'musky': 71.2719, 'citrus': 70.7893, 'earthy': 69.3526, 'yellow floral': 68.7494}","['Aldehydes', 'Ylang-Ylang', 'Neroli', 'Lemon', 'Bergamot']","['Rose', 'iris', 'Jasmine', 'Orris Root', 'Lily-of-the-Valley']","['Civet', 'Sandalwood', 'Amber', 'Musk', 'Vanilla', 'Oakmoss', 'Patchouli', 'Vetiver']"
Tosca Tosca,Tosca,https://fimgs.net/mdimg/perfume/375x500.5796.jpg,for women,"{'citrus': 100.0, 'yellow floral': 95.5476, 'amber': 87.3738, 'aldehydic': 76.626, 'white floral': 74.9952, 'fresh': 73.777, 'woody': 70.6018, 'sweet': 64.4243, 'floral': 57.6455, 'green': 55.7789}","['Aldehydes', 'Bergamot', 'Orange', 'Neroli', 'Amalfi Lemon']","['Ylang-Ylang', 'Narcissus', 'Jasmine', 'Rose', 'Lily-of-the-Valley']","['French labdanum', 'Amber', 'Vanilla', 'Patchouli']"
Emeraude Parfum  Coty,Coty,https://fimgs.net/mdimg/perfume/375x500.55500.jpg,for women,"{'amber': 100.0, 'woody': 89.0044, 'citrus': 81.8805, 'balsamic': 72.0465, 'sweet': 66.0841, 'warm spicy': 60.6637, 'vanilla': 56.0177, 'powdery': 50.1327, 'white floral': 48.5841, 'patchouli': 48.5841}","['Orange', 'Bergamot', 'Lemon']","['Jasmine', 'Ylang-Ylang', 'Brazilian Rosewood', 'Rose']","['Opoponax', 'Benzoin', 'Amber', 'Sandalwood', 'Patchouli', 'Vanilla']"
Guerlinade  Guerlain,Guerlain,https://fimgs.net/mdimg/perfume/375x500.23568.jpg,for women,"{'floral': 100.0, 'sweet': 64.1063, 'vanilla': 63.8023, 'powdery': 62.1, 'iris': 60.3978, 'citrus': 59.7898, 'white floral': 58.5739, 'yellow floral': 55.7165, 'rose': 54.3182, 'fresh': 53.8319}","['Lilac', 'Bergamot', 'Lime (Linden) Blossom']","['Orris', 'Jasmine', 'Rose']","['Tonka Bean', 'Vanilla']"
